Timestamp,Device ID,Warm?,Sync,Arm,Timestamp,Orientation_W,Orientation_X,Orientation_Y,Orientation_Z,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Pose,EMG_1,EMG_2,EMG_3,EMG_4,EMG_5,EMG_6,EMG_7,EMG_8,Locked,RSSI,Roll,Pitch,Yaw,Device_Time
2023-04-01 14:41:24.878903,2164887257088.0,0.0,1.0,0.0,248932.625,-0.52459716796875,0.6328125,-0.35089111328125,0.44854736328125,0.20751953125,-0.9873046875,-0.0498046875,0.25,0.0625,0.375,-1.0,3.0,4.0,0.0,-1.0,0.0,0.0,1.0,6.0,0.0,0.0,-1.618936538696289,-0.2008882462978363,-1.2040512561798096,1970-01-03 16:08:52.620671
2023-04-01 14:41:24.903796,2164887257088.0,0.0,1.0,0.0,248932.640625,-0.5244140625,0.633056640625,-0.35101318359375,0.4483642578125,0.20703125,-0.9912109375,-0.0576171875,-1.5625,-0.125,0.3125,-1.0,1.0,-7.0,-4.0,-3.0,-5.0,2.0,4.0,1.0,0.0,0.0,-1.6197409629821777,-0.2008756399154663,-1.2038904428482056,1970-01-03 16:08:52.643257
2023-04-01 14:41:24.904793,2164887257088.0,0.0,1.0,0.0,248932.640625,-0.52423095703125,0.63311767578125,-0.3511962890625,0.44830322265625,0.20703125,-0.99609375,-0.0498046875,-1.5,0.5,0.5,-1.0,0.0,-4.0,-1.0,-2.0,-4.0,-4.0,-2.0,-1.0,0.0,0.0,-1.6201629638671875,-0.20078788697719574,-1.2040481567382812,1970-01-03 16:08:52.644805
2023-04-01 14:41:24.926734,2164887257088.0,0.0,1.0,0.0,248932.671875,-0.52423095703125,0.63311767578125,-0.3511962890625,0.44830322265625,0.20703125,-0.99609375,-0.0498046875,-1.5,0.5,0.5,-1.0,-3.0,1.0,1.0,-2.0,0.0,0.0,-5.0,-4.0,0.0,0.0,-1.6201629638671875,-0.20078788697719574,-1.2040481567382812,1970-01-03 16:08:52.665789
2023-04-01 14:41:24.927732,2164887257088.0,0.0,1.0,0.0,248932.671875,-0.524169921875,0.63311767578125,-0.3511962890625,0.4483642578125,0.208984375,-0.99951171875,-0.052734375,-0.9375,0.5,0.5625,-1.0,2.0,0.0,-2.0,2.0,6.0,2.0,3.0,2.0,0.0,0.0,-1.6201646327972412,-0.2009105086326599,-1.2041558027267456,1970-01-03 16:08:52.667364
2023-04-01 14:41:24.949673,2164887257088.0,0.0,1.0,0.0,248932.671875,-0.524169921875,0.63311767578125,-0.3511962890625,0.4483642578125,0.208984375,-0.99951171875,-0.052734375,-0.9375,0.5,0.5625,-1.0,1.0,-7.0,-1.0,-2.0,1.0,-2.0,0.0,0.0,0.0,0.0,-1.6201646327972412,-0.2009105086326599,-1.2041558027267456,1970-01-03 16:08:52.679254
2023-04-01 14:41:24.950671,2164887257088.0,0.0,1.0,0.0,248932.6875,-0.524169921875,0.63311767578125,-0.3511962890625,0.4483642578125,0.20556640625,-0.99853515625,-0.0478515625,0.0625,0.5,0.4375,-1.0,-10.0,-11.0,-3.0,-3.0,-5.0,-7.0,-5.0,-8.0,0.0,0.0,-1.6201646327972412,-0.2009105086326599,-1.2041558027267456,1970-01-03 16:08:52.688374
2023-04-01 14:41:24.976634,2164887257088.0,0.0,1.0,0.0,248932.703125,-0.524169921875,0.63311767578125,-0.3511962890625,0.4483642578125,0.20556640625,-0.99853515625,-0.0478515625,0.0625,0.5,0.4375,-1.0,-3.0,0.0,-1.0,0.0,0.0,1.0,0.0,-4.0,0.0,0.0,-1.6201646327972412,-0.2009105086326599,-1.2041558027267456,1970-01-03 16:08:52.703225
2023-04-01 14:41:24.977631,2164887257088.0,0.0,1.0,0.0,248932.703125,-0.524169921875,0.63311767578125,-0.3511962890625,0.4483642578125,0.20947265625,-0.99267578125,-0.044921875,-0.4375,0.4375,0.125,-1.0,2.0,-1.0,0.0,-4.0,-2.0,-5.0,-2.0,1.0,0.0,0.0,-1.6201646327972412,-0.2009105086326599,-1.2041558027267456,1970-01-03 16:08:52.704853
2023-04-01 14:41:24.999572,2164887257088.0,0.0,1.0,0.0,248932.71875,-0.524169921875,0.63311767578125,-0.3511962890625,0.4483642578125,0.20947265625,-0.99267578125,-0.044921875,-0.4375,0.4375,0.125,-1.0,-2.0,-8.0,0.0,2.0,-1.0,0.0,-3.0,-3.0,0.0,0.0,-1.6201646327972412,-0.2009105086326599,-1.2041558027267456,1970-01-03 16:08:52.725682
